REF_ID,PUB_TYPE,Referece
REF0583,Article,"Ferrari, S. F. 1987. Social behaviour and ecology of the buffy-headed marmoset Callithrix flaviceps. International Journal of Primatology. 8: 492.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0585,Article,"Ferrari, S. F., and Diego, V. H. 1992. Long-term changes in a wild marmoset group. Folia Primatologica. 58: 215-218.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0586,Article,"Ferrari, S. F., and Mendes, S. L. 1991. Buffy-headed marmosets 10 years on. Oryx. 25: 105-109.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0587,Article,"Flesher, K. 1999. Primates of Ituber Forest Complex, Brazil. Neotropical Primates. 7: 127-131.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0588,Article,"Fonseca, G. A. B. 1985. The vanishing Brazilian Atlantic Forest. Biological Conservation. 34: 17-34.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0589,Article,"Galetti, M., Pedroni, F., and Paschoal, M. 1994. Infanticide in the brown howler monkey, Alouatta fusca. Neotropical Primates. 2: 46-7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0591,Article,"Gonzlez-Sols, J., Guix, J. C., Mateos, E., and Llorens, L. 2001. Population density of primates in a large fragment of the Brazilian Atlantic rainforest. Biodiversity and Conservation. 10: 1267–1282.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0595,Article,"Hershkovitz, P. 1981. Comparative anatomy of platyrrhine mandibular cheek teeth dpm4, pm4, m1 with particular reference to those of Homunculus (Cebidae), and comments on platyrrhine origins. Folia Primatologica. 35: 179-217.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0596,Article,"Hershkovitz, P. 1990. Titis, New World monkeys of the genus Callicebus (Cebidae, Platyrrhini): a preliminary review. Fieldiana: Zoology, New Series. 55: 1-109.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0600,Article,"Hirsch, A., Dias, L. G., Martins, L. D. O., Campos, R. F., Landau, E., and Resende, N. 2002. BDGEOPRIM: Database of Georreferenced Occurrence Localities of Neotropical Primates. Neotropical Primates. 10: 78-84.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0603,Article,"Kierulff, M. C. M., and Oliveira, P. P. 1998. Reserva Biolgica Fazenda Unio, Rio de Janeiro. Neotropical Primates. 6: 51.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0604,Article,"Kinsey, W. G., and Becker, M. 1983. Activity pattern of the masked titi monkey, Callicebus personatus. Primates. 24: 337-343.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0606,Article,"Kobayashi, S., and Langguth, A. 1999. A new species of titi monkey, Callicebus Thomas, from north-eastern Brazil (Primates, Cebidae). Revista Brasileira de Zoologia. 16: 531-551.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0607,Article,"Langguth, A., Teixeira, D. M., Mittermeier, R. A., and Bonvicino, C. 1987. The red-handed howler monkey in northeastern Brazil. Primate Conservation. 8: 36-38.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0608,Article,"Lemos de S, R. M., Pope, T. R., Glander, K. E., Struhsaker, T. T., and Fonseca, G. A.  1990. A pilot study of genetic and morphological variation in the muriqui (Brachyteles arachnoides). Primate Conservation. 11: 26-30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0610,Article,"Lorini, M. L., and Persson, V. G. 1994. Status of field research on Leontopithecus caissara: The black-faced lion tamarin project. Neotropical Primates. 2: 52-55.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0611,Article,"Lorini, V. G., and Persson, V. G. 1990. Uma nova espécie de Leontopithecus, Lesson,1840, do sul do Brasil (Primates, Callithrichidae). Boletim do Museu Nacional. 338: 1-14.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0612,Article,"Lynch, J. W., and Rmoli, J. 2000. Demography and social structure of group of Cebus apella nigritus (Goldfuss,1809, Primates, Cebidae) at Estao Biolgica de Caratinga, Minas Gerais. Neotropical Primates. 8: 44-49.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0613,Article,"Mallinson, J.  J. C. 1994. The Lion Tamarins of Brazil Fund: with reference to the International Management Comittees for Leontopithecus. Neotropical Primates. 2(suppl.): 4-7.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0614,Article,"Mannu, M., and Ottoni, E. B. 2000. Twinning in semifree-ranging capuchin monkeys (Cebus apella). Neotropical Primates. 8: 114-115.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0615,Article,"Marinho-Filho, J. S., and Verissimo, E. W. 1997. The rediscovery and a new western limit for the distribuition of Callicebus personatus in northeastern Brazil. Primates. 38: 429-433.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0617,Article,"Marques, A. A. B., and Ades, C. 2000. Male care in a group of wild Alouatta fusca clamitans in Southern Brazil. Folia Primatologica. 71: 409-412. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0618,Article,"Marroig, G., and Sant Anna, A. B. C. 2001. The occurrence of muriquis (Brachyteles arachnoides) in the Itatiaia National Park, Brazil. Neotropical Primates. 9: 75.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0619,Article,"Martins, M. M., and Silva, A. 1998. Temporal and acoustic properties of long-distance calls of masked titi monkey, Callicebus personatus. Neotropical Primates. 6: 46-48.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0625,Article,"Milton, K., and de Lucca, C. 1984. Population estimate for Brachyteles at Fazenda Barreiro Rico, Sao Paulo State, Brazil. IUCN-SSC Primate Specialist Group Newsletter. 4: 27-28.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0626,Article,"Mittermeier, R. A., and Oates, J. F. 1985. Primate diversity: the world s top countries. Primate Conservation. 5: 41-48.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0627,Article,"Mittermeier, R. A., Coimbra-Filho, A. E., Constable, I. D., Rylands, A. B., and Valle, C. 1982. Conservation of primates in the Atlantic Forest region of eastern Brazil. International Zoo Yearbook. 22: 2-17. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0628,Article,"Mittermeier, R. A., Coimbra-Filho, A. F., and Constable, I. D. 1980. Range extension for an endangered marmoset, Oryx. 15: 380-383.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0630,Article,"Mittermeier, R. A., Valle, C. M., Alves, M. C., Santos, I. B., Pinto, C. A., Strier, K. B., Young, A. L., Veado, E. M., Constable, I. D., Paccagnella, S. G., and Lemos de S, R. M. 1987. Current distribution of the muriqui in the Atlantic forest region of eastern Brazil. Primate Conservation. 8: 143-149.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0632,Article,"Miiller, K. H. 1994. Capture and radio-telemetry of masked titi monkeys, (Callicebus personatus melanochir, Cebidae, Primates) in a tropical rain forest. Neotropical Primates. 2: 7-8. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0633,Article,"Muskin, A. 1984. Field notes and geographic distribution of Callithrix aurita in eastern Brazil. American Journal of Primatology. 7: 377-380.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0638,Article,"Olmos, F. 1994. Jaguar predation on muriqui Brachyteles arachnoides. Neotropical Primates. 2: 16.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0639,Article,"Olmos, F., Franco, A. D. C.,  and Auricchio, P. 1997. Biometry and stomach contents of some Atlantic Forest primates, with a note on Brachyteles tooth replacement. Neotropical Primates. 5: 36-39.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0641,Article,"Passamani, M. 1995. Vertical stratification of small mammals in Atlantic Hill Forest. Mammalia. 59: 276-279. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0643,Article,"Passos, F. C. 1994. Behavior of the black lion tamarin, Leontopithecus chrysopygus, in different forest levels in the Caetetus Ecological Station, So Paulo, Brazil. Neotropical Primates. 2: 40-41.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0644,Article,"Pereira, R. F., Gonalves, A. M., Melo, F. R., and Feio, R. N. 1995. Primates from the vicinity of Viosa, Minas Gerais, Brazil. Neotropical Primates. 3: 171-173.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0645,Article,"Peres, C. A. 1997. Effects of habitat quality and hunting pressure on arboreal folivore densities in neotropical forests: a case study of howler monkeys (Alouatta spp.). Folia Primatologica. 68: 199-222.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0648,Article,"Pinto, L. P. D. S., and Rylands, A. B. 1997. Geographic distribution of the golden-headed lion tamarin, Leontopithecus chrysomelas: implications for its management and conservation. Folia Primatologica. 68: 161-180.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0649,Article,"Pinto, L. P. S., Costa, C. M. R., Strier, K. B., and Fonseca, G. A. B. 1993. Habitats, density, and group size of primates of the Reserva Biologica Augusto Ruschi (Nova Lombardia), Santa Teresa, Brazil. Folia Primatologica. 61: 135-143.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0651,Article,"Prates J. C., Gayer, S. M. P., Kunz Jr, L.F., and Buss, G. 1990. Feeding habits of the brown howler monkey Alouatta fusca clamitans (Cabrera, 1940) (Cebidae, Alouattinae) in the Itapu State park: a preliminary report. Acta biologica Leopoldensia. 12: 175-188.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0652,Article,"Printes, R. C. 1999. The Lami Biological Reserve, Rio Grande do Sul, Brazil, and the danger of power lines to howlers in urban reserves. Neotropical Primates. 4: 135-136.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0653,Article,"Ruschi, A. 1964. Macacos do Esprito Santo. Boletim do Museu de Biologia Mello Leito. 23A: 1-23.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0654,Article,"Rylands, A. B. 1989. Sympatric Brazilian callitrichids: the black tufted-ear marmoset, Callithrix kuhli, and the golden-headed lion tamarin, Leontopithecus chrysomelas. Journal of Human Evolution. 18: 679-695.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0655,Article,"Rylands, A. B. 1995. A species list for the New World primates (Platyrrhini): distribution by country, endemism, and conservation status according to the Mace-Lande system. Neotropical Primates, supplement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0657,Article,"Rylands, A. B., and Nogueira-Neto, P. 1994. Conservation units and the protection of Atlantic Forest lion tamarins. Neotropical Primates. 2: 12-14. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0659,Article,"Rylands, A. B., Mittermeier, R. A., and Rodriguez-Luna, E. 1997. Conservation of neotropical primates: threatened species and an analysis of primate diversity by country and region. Folia Primatologica. 68: 134-160.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0660,Article,"Rylands, A. B., Santos, I. B., and Mittermeier, R. A. 1992. Distribution and status of the golden-headed lion tamarin, Leontopithecus chrysomelas, in the Atlantic forest of southern Bahia, Brazil. Primate Conservation. 13: 12-13.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0661,Article,"Rylands, A. B., Tornizielo, V. L., dos Santos, I. B., Kierulff, M. C., Spironello, W. R., and de S, R. L. 1988. Primates of the Jequitinhonha Valley, Minas Gerais, Brazil. Primate Conservation. 9: 100-109.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0663,Article,"Santee, D. P., and Arruda, M. F. 1994. The Nisia Floresta common marmoset research station. Neotropical Primates. 2: 8-11. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0664,Article,"Santos, I. B., Mittermeier, R. A., Rylands, A. B., and Valle, C. D. C. 1987. The distribution and conservation status of primates in southern Bahia, Brazil. Primate Conservation. 8: 126-142.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0665,Article,"Silva Jr., E. D. 1981. A preliminary survey of brown howler monkeys (Alouatta fusca) at the Cantareira Reserve (So Paulo, Brazil). Revista Brasileira de Biologia. 41: 897-909.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0666,Article,"Silveira, R. M. M., and Codenotti, T. L. 2001. Interaes sociais e dieta do bugio-ruivo, Alouatta guariba clamitans, no Parque Estadual de Itapu, RS, Brasil. Neotropical Primates. 9: 15-19. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0667,Article,"Sousa, M. C. 2000. New localities for Coimbra-Filho titi monkey, Callicebus coimbrai, in north-east Brazil. Neotropical Primates. 8: 151.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0669,Article,"Steinmetz, S. 2001. Densidade e conservao do Bugio (Alouatta fusca) no Parque Estadual Intervales. Neotropical Primates. 9: 69-73. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0670,Article,"Strier, K. B., and Fonseca, G. A. B. 1996-1997. The endangered muriqui in Brazil s Atlantic Forest. Primate Conservation. 17: 131-137. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0671,Article,"Strier, K. B., Mendes, F. D. C., Rmoli, J., and Rmoli, A. O. 1993. Demography and social structure of one group of muriquis (Brachyteles arachnoides). International Journal of Primatology. 14: 513-526.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0673,Article,"Valladares-Pdua, C., Pdua, S. M., and Cullen Jr, L. 1994. The conservation biology of the black lion tamarin, Leontopithecus chrysopygus: first ten years report. Neotropical Primates. 2: 36-39.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0674,Article,"Vaz, S. M. 1983. Contribuio ao estudo da fauna de mamferos da Reserva Biolgica de Poo das Antas. Brasil Florestal, Braslia. 55: 33-35.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0675,Article,"Vaz, S. M. 1998. Primates in the Desengano State Park, Rio de Janeiro, Brazil. Neotropical Primates. 6: 127-128.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0677,Article,"Vieira, C. D. C. 1944. Os smios do estado de So Paulo. Papéis Avulsos de Zoologia, So Paulo. 4: 1-31.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0679,Article,"Aximoff, I. 2015. Confirmao da ocorrncia do muriqui-do-norte (Primates, Atelidae) no Parque Nacional do Itatiaia, Estado do Rio de Janeiro, sudeste do Brasil. Oecologia Australis. 18: 1–5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0680,Article,"Pinto, L. P. S., Costa, C. M. R., Strier, K. B., and Fonseca, G. A. B. 1993. Habitat, density and group size of primates in a Brazilian tropical forest. Folia Primatologica. 61: 135–143.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0681,Article,"Kierulff, M. C. M., and Rylands A. B. 2003. Census and distribution of the golden lion tamarin (Leontopithecus rosalia). American Journal of Primatolgy. 59: 29-44.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0682,Article,"Gonzales-Solis, J., Mateos, E., Manosa, S., Ontaon, M., Gonzles-Martn, M. and Guix, J. C. 1996. Abundance estimates of primates in an Atlantic rainforest area of southeastern Brazil. Mammalia. 60: 488-491.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0683,Article,"Vleeschouwer, K. M., and Oliveira, L. C. 2017. Report on the presence of a group of golden-headed lion tamarins (Leontopithecus chrysomelas), an endangered primate species in a rubber plantation in southern Bahia, Brazil. Primate Biology. 4: 61-67.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0684,Article,"Dietz, J. M., Peres, C. A., and Pinder, L. 1997. Foraging ecology and use of space in wild golden lion tamarins (Leontopithecus rosalia). American Journal of Primatolgy. 41: 289–305.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0685,Article,"Raboy, B. E. Christman, M. C. and Dietz, J. M. 2004. The use of degraded and shade cocoa forests by Endangered golden-headed lion tamarins Leontopithecus chrysomelas. Oryx. 38: 75-83.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0686,Article,"Nascimento, A. T. A., Schmidlin, L. A. J., Valladares-Padua, C. B., Matushima, E. R., and Verdade, L. M. 2011. A comparison of the home range sizes of mainland and island populations of black-faced lion tamarins (Leontopithecus caissara) using different spatial analysis. American Journal of Primatology. 73: 1114–1126.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0687,Article,"Ludwig, G., Aguiar, L. M., Svoboda, W. K., Hilst, C. L. S., Navarro, I. T., Vitule, J. R. S.,  and Passos, F. C. 2008. Comparison of the diet of Alouatta caraya (Primates: Atelidae) between a riparian island and mainland on upper Parana River, southern Brazil. Revista Brasileira de Zoologia. 25: 419–426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0692,Article,"Silva, A. S. A., Fortes, V. B., and VoltoIini, J. C. 2017. Influncia da paisagem na presena e abundância do bugio-ruivo Alouatta guariba clamitans (Cabrera, 1940) em fragmentos florestais no sudeste do Brasil. Mastozoologa Neotropical. 24(2): 323-331.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0694,Article,"Aximoff, I., Soares, H. M., Pissinati, A., and Bueno, C. 2016. Registros de Callithrix aurita (Primates, Callitrichidae) e seus hbridos no parque nacional do Itatiaia. Oecologia Australis. 20: 520-525.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0695,Article,"Pereira, D. G., Oliveira, M. E. A., and Ruiz-Miranda, C. R. 2008. Interaes entre calitriqudeos exticos e nativos no Parque Nacional da Serra dos rgos - RJ.  Espao e Geografia. 11: 67-94.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0696,Article,"Zago, L., Miranda, J. M. D., Santos, C. V., Passos, F. C., and Simes-Lopes, P. C. A. 2014. Composio de grupos, conflitos intergrupais e uso do espao em Callithrix penicillata (Geoffroy, 1812) introduzidos em um fragmento urbano. Biotemas. 27: 193-201.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0698,Article,"Caldano, L. T. P., Monticelli, C., and Galetti Jr, P. M. 2016. Demography of the black lion tamarin (Leontopithecus chrysopygus, Mikan) in Capo Bonito National Forest (State of So Paulo). Neotropical Primates. 23: 40-41.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0699,Article,"Cavalcante, T., Jesus, A. S., and Strier, K. B. 2016. Unusual intergroup movement of young males in a male philopatric society. Neotropical Primates. 23: 9-13.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0700,Article,"Almeida, M. A. B., Cardoso, J. C., Santos, E., Romano, A. P. M., Chiang, J. O., Martins, L. C., Vasconcelos, P. F. C., and Bicca-Marques, J. C. 2016. Immunity to yellow fever, oropouche and saint louis viruses in a wild howler monkey. Neotropical Primates. 23: 19-21.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0701,Article,"Pinheiro, H. L. N., and Pontes, A. R. M. 2015. Home Range, Diet, and Activity Patterns of Common Marmosets (Callithrix jacchus) in Very Small and Isolated Fragments of the Atlantic Forest of Northeastern Brazil. International Journal of Ecology. 2015: 1-13.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0702,Article,"Chiarello, A. G. 1993. Home range of the brown howler monkey, Alouatta fusca, in a forest fragment of southeastern Brazil. Folia Primatologica. 60: 173–175.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0704,Article,"Muller, K. H. 1996. Ranging in masked titi monkeys (Callicebus personatus) in Brazil. Folia Primatologica. 65: 224–228.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0705,Article,"Martins, M. M., and Galleti Jr, P. M. 2011. Informative microsatellites for genetic population studies of black-faced lion tamarins (Leontopithecus caissara). Genetic and Molecular Biology. 34: 173-175.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0706,Article,"Passamani, M., and Rylands, A. B. 2000. Home range of a Geoffroy’ s marmoset group, Callithrix geoffroyi (Primates, Callitrichidae) in south-eastern Brazil. Revista Brasileira de Biologia. 60: 275-281.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0707,Article,"Sales, L. P., Hayward, M. W., and Passamani, M. 2016. Local vs landscape drivers of primate occupancy in a Brazilian fragmented region. Mammal Research. 61: 73-82.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0708,Article,"Petroni, L. M., Huffman, M. A., and Rodrigues, E. 2017. Medicinal plants in the diet of woolly spider monkeys (Brachyteles arachnoides, E. Geoffroy, 1806) – a bio-rational for the search of new medicines for human use. Revista Brasileira de Farmacognosia. 27: 135-142.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0709,Article,"Rodrigues, S. B. M., Gagetti, B. L., and Piratelli, A. J. 2014. First record of Leontopithecus chrysopygus (Primates: Callitrichidae) in Carlos Botelho State Park, So Miguel Arcanjo, So Paulo, Brazil. Mammalia. 80: 121–124.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0710,Article,"Rocha-Mendes, F., Neves, C. L., Nobre, R. A., Marques, R. M., Bianconi, G. V., and Galetti, M. 2015. Non-volant mammals from Ncleo Santa Virgnia, Serra do Mar State Park, So Paulo, Brazil. Biota Neotropica. 15: 1-9.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0711,Article,"Talebi, M., Bastos, A., and Lee, P. C. 2005. Diet of southern muriquis in continuous Brazilian Atlantic forest. Internacional Journal of Primatology. 26: 1175–1187.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0712,Article,"Caselli, C. B., and Setz, E. Z. F. 2011. Feeding ecology and activity pattern of black-fronted titi monkeys (Callicebus nigrifrons) in a semideciduous tropical forest of southern Brazil. Primates. 52: 351-359.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0713,Article,"Caselli, C. B., Mennill, D. J., Gestich, C. C., Setz, E. Z. F., and Bicca-Marques, J. C. 2015. Playback responses of socially monogamous black-fronted titi monkeys to simulated solitary and paired intruders. American Journal of Primatology. 77: 1135–1142.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0715,Article,"Figueiredo, R. A., and Longatti, C. A. 1997. Ecological aspects of the dispersal of a melastomataceae by marmosets and howler monkeys (Primates: Platyrrhini) in a semideciduous forest of Southeastern Brazil. Revue d ecologie - La Terre et La Vie. 52: 3-8.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0716,Article,"Guedes, P. G., Silva, S. S. P., Camardella, A. R., Abreu, M. F. G., Borges-Nojosa, D. M., Silva, J. A. G., and Silva, A. A. 2000. Diversidade de mamferos do Parque Nacional de Ubajara (Cear, Brasil). Journal of Neotropical Mammalogy. 7: 95-100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0718,Article,"Nogueira, D. F., Ferraz, D. S., and Melo, F. R. 2009. Situao atual do muriqui-do-norte Brachyteles hypoxanthus kuhl, (1820) no entorno do Parque Estadual do Ibitipoca, Lima Duarte, Minas Gerais. Biota-MG. 6: 4-17.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
