REF_ID,PUB_TYPE,Referece
REF0318,Article,"Teixeira, B., Hirsch, A., Goulart, V. D., Passos, L., Teixeira, C. P., James, P., and Young, R. (2016). Good neighbours: distribution of black-tufted marmoset (Callithrix penicillata) in an urban environment. Wildlife Research. 42: 579-589.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0319,Article,"Ludwig, G., Aguiar, L. M., Passos, F. C. 2015. GPS as an effective tool for study of the home range of black-and-gold howlers (Alouatta caraya) in riparian forests, southern Brazil. Neotropical Primates. 22: 19-24.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0320,Article,"Assuno, M. D. L., Mendes, S. L., and Strier, K. B. 2007. Grandmaternal infant carrying in wild northern muriquis (Brachyteles hypoxanthus). Neotropical Primates. 14: 120-122.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0321,Article,"Tiddi, B., Aureli, F., and Schino, G. 2010. Grooming for infant handling in tufted capuchin monkeys: a reappraisal of the primate infant market. Animal Behaviour. 79: 1115-1123.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0322,Article,"Tiddi, B., di Sorrentino, E. P., Aureli, F., Janson, C. H., and Schino, G. 2009. Grooming for tolerance? Behavioural interchange in wild tufted capuchin monkeys (Cebus apella nigritus).  American Journal of Physical Anthropology. 255-255.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0323,Article,"Tiddi, B., Aureli, F., di Sorrentino, E. P., Janson, C. H., and Schino, G. 2011. Grooming for tolerance? Two mechanisms of exchange in wild tufted capuchin monkeys.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0324,Article,"Mourth, ., Guedes, D., Fidelis, J., Boubli, J. P., Mendes, S. L., and Strier, K. B. 2007. Ground use by northern muriquis (Brachyteles hypoxanthus). American Journal of Primatology. 69: 706-712.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0325,Article,"Cruz, A. C. M. S., Borda, J. T., Patio, E. M., Gmez, L., and Zunino, G. E. 2000. Habitat fragmentation and parasitism in howler monkeys (Alouatta caraya). Neotropical Primates. 8: 146-148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0326,Article,"Zunino, G. E., Kowalewski, M. M., Oklander, L. I., and Gonzlez, V. 2007. Habitat fragmentation and population size of the black and gold howler monkey (Alouatta caraya) in a semideciduous forest in northern Argentina. American Journal of Primatology. 69: 966-975.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0327,Article,"da Silva Jnior, W. M., Alves Meira-Neto, J. A., da Silva Carmo, F. M., Rodrigues de Melo, F., Santana Moreira, L., Ferreira Barbosa, E., Dias, L. G., and da Silva Peres, C. A. 2009. Habitat quality of the woolly spider monkey (Brachyteles hypoxanthus). Folia primatologica. 80: 295-308.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0328,Article,"Nascimento, A. T. A., and Schmidlin, L. A. 2011. Habitat selection by, and carrying capacity for, the Critically Endangered black-faced lion tamarin Leontopithecus caissara (Primates: Callitrichidae). Oryx. 45: 288-295.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0329,Article,"Chagas, R. R. D., and Ferrari, S. F. 2010. Habitat use by Callicebus coimbrai (Primates: Pitheciidae) and sympatric species in the fragmented landscape of the Atlantic Forest of southern Sergipe, Brazil. Zoologia (Curitiba). 27: 853-860.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0330,Article,"Bobadilla, U. L., and Ferrari, S. F. 2000. Habitat use by Chiropotes satanas utahicki and syntopic platyrrhines in eastern Amazonia. American Journal of Primatology. 50: 215-224.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0331,Article,"Miranda, J. M., and Passos, F. C. 2004. Hbito alimentar de Alouatta guariba (Humboldt)(Primates, Atelidae) em Floresta de Araucria, Paran, Brasil. Revista Brasileira de Zoologia. 21: 821-826.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0332,Article,"Moura, A. C. D. A. 2015. Hand Preference during Tool Use in Wild Bearded Capuchins. Folia Primatologica. 86: 411-419.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0333,Article,"Flaiban, K. K. M. C., Spohr, K. A. H., Malanski, L. S., Svoboda, W. K., Shiozawa, M. M., Hilst, C. L. S., Aguiar, L. M., Ludwig, G., Passos, F. C., Navarro, I. T., Lisbôa, J. A. N., and Balarin, M. R. S. 2009. Hematologic values of free-ranging Black-and-Gold Howlers Monkeys (Alouatta caraya) from the region of Upper Paran River, southern Brazil. Arquivo brasileiro de medicina veterinria e zootecnia. 61: 628-634.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0334,Article,"Snchez?Sarmiento, A. M., Zwarg, T., Fernandes?Santos, R. C., Guimares?Luiz, T., Genoy?Puerto, A., and Matushima, E. R. 2015. Hematological parameters and the variations resulting from stress of Alouatta caraya during a wildlife rescue program in Brazil. American journal of primatology. 77: 246-253.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0335,Article,"Santos, J. L., Paschoal, A. M. O., Massara, R. L., and Chiarello, A. G. 2014. High consumption of primates by pumas and ocelots in a remnant of the Brazilian Atlantic Forest. Brazilian Journal of Biology. 74: 632-641.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0336,Article,"Henry, M. D., Hankerson, S. J., Siani, J. M., French, J. A., and Dietz, J. M. 2013. High rates of pregnancy loss by subordinates leads to high reproductive skew in wild golden lion tamarins (Leontopithecus rosalia). Hormones and behavior. 63: 675-683.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0337,Article,"Strier, K. B., and Ziegler, T. E. 2000. Hormonal and social correlates of life history in male muriquis (Brachyteles arachnoides). American Journal of Physical Anthropology. 295-295.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0338,Article,"Strier, K. B., Lynch, J. W., and Ziegler, T. E. 2003. Hormonal changes during the mating and conception seasons of wild northern muriquis (Brachyteles arachnoides hypoxanthus). American Journal of Primatology. 61: 85-99.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0340,Article,"Strier, K. B., and Ziegler, T. E. 2004. How hormones help: deciphering the reproductive patterns of wild northern muriquis (Brachyteles hypoxanthus). American Journal of Primatology. 62: 121-121.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0341,Article,"Fragaszy, D. M., Greenberg, R., Visalberghi, E., Ottoni, E. B., Izar, P., and Liu, Q. 2010. How wild bearded capuchin monkeys select stones and nuts to minimize the number of strikes per nut cracked. Animal Behaviour. 80: 205-214.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0342,Article,"Aguiar, L. M., Ludwig, G., Roper, J. J., Svoboda, W. K., Navarro, I. T., and Passos, F. C. 2011. Howler and Capuchin monkey densities in Riparian forests on islands and adjacent shores on the upper Paran River, southern Brazil. Neotropical Primates. 18: 39-43.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0343,Article,"Bravo, S. P. 2009. Implications of behavior and gut passage for seed dispersal quality: the case of black and gold howler monkeys. Biotropica. 41: 751-758.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0344,Article,"Meloro, C., Cceres, N., Carotenuto, F., Sponchiado, J., Melo, G. L., Passaro, F., and Raia, P. 2014. In and out the Amazonia: evolutionary ecomorphology in howler and capuchin monkeys. Evolutionary Biology. 41: 38-51.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0345,Article,"Van Belle, S., and Scarry, C. J. 2015. Individual participation in intergroup contests is mediated by numerical assessment strategies in black howler and tufted capuchin monkeys. Philosophical Transactions of the Royal Society B: Biological Sciences. 370: 20150007.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0346,Article,"Agostini, I., Holzmann, I., and Di Bitetti, M. S. 2008. Infant hybrids in a newly formed mixed-species group of howler monkeys (Alouatta guariba clamitans and Alouatta caraya) in northeastern Argentina. Primates. 49: 304-307.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0347,Article,"Pav, R., Kowalewski, M. M., Garber, P. A., Zunino, G. E., Fernandez, V. A., and Peker, S. M. 2012. Infant mortality in black-and-gold howlers (Alouatta caraya) living in a flooded forest in northeastern Argentina. International Journal of Primatology. 33: 937-957.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0348,Article,"Melo, L., Pontes, A. M., and da Cruz, M. M. 2003. Infanticide and cannibalism in wild common marmosets. Folia Primatologica. 74: 48-50.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0349,Article,"Aguiar, L. M., Ludwig, G., Hilst, C. L., Malanski, L. S., and Passos, F. C. 2005. Tentativa de infanticdio por um macho dominante de Alouatta caraya (Humboldt) (Primates, Atelidae) em um infante extra-grupo devido a influncia do observador. Revista Brasileira de Zoologia. 22: 1201-1203.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0350,Article,"Ramrez?Llorens, P., Di Bitetti, M. S., Baldovino, M. C., and Janson, C. H. 2008. Infanticide in black capuchin monkeys (Cebus apella nigritus) in Iguazu National Park, Argentina. American Journal of Primatology. 70: 473-484.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0351,Article,"Godoy, K. C. I., Odalia-Rmoli, A., and Rmoli, J. 2004. Infeco por endoparasitas em um grupo de bugios-pretos (Alouatta caraya) em um fragmento florestal no Estado Do Mato Grosso Do Sul, Brasil. Neotropical primates. 12: 63-68.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0352,Article,"Agostini, I., Holzmann, I., and Di Bitetti, M. S. 2012. Influence of seasonality, group size, and presence of a congener on activity patterns of howler monkeys. Journal of Mammalogy. 93: 645-657.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0353,Article,"Sabbatini, G., Stammati, M., Tavares, M. C. H., Giuliani, M. V., and Visalberghi, E. 2006. Interactions between humans and capuchin monkeys (Cebus libidinosus) in the Parque Nacional de Braslia, Brazil. Applied Animal Behaviour Science. 97: 272-283.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0354,Article,"Talebi, M. G., Beltro?Mendes, R., and Lee, P. C. 2009. Intra?community coalitionary lethal attack of an adult male southern muriqui (Brachyteles arachnoides). American Journal of Primatology. 71: 860-867.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0355,Article,"de Moraes, P. L., Monteiro, R., and Vencovsky, R. 2004. Intrapopulation genetic structure in Cryptocarya moschata Nees (Lauraceae). Brazilian Journal of Botany. 27: 475-487.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0356,Article,"Rodrigues, L. R. R., De Sousa, M. C., Pieczarka, J. C., and Nagamachi, C. Y. 2006. Karyotypic study of Callicebus coimbrai: a rare and threatened primate species from Brazil. Caryologia. 59: 248-252.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0357,Article,"Oliveira, L. C., Hankerson, S. J., Dietz, J. M., and Raboy, B. E. 2010. Key tree species for the golden?headed lion tamarin and implications for shade?cocoa management in southern Bahia, Brazil. Animal Conservation. 13: 60-70.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0358,Article,"Liu, Q., Simpson, K., Izar, P., Ottoni, E., Visalberghi, E., and Fragaszy, D. 2009. Kinematics and energetics of nut?cracking in wild capuchin monkeys (Cebus libidinosus) in Piau, Brazil. American Journal of Physical Anthropology. 138: 210-220.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0359,Article,"Duarte, M., Hanna, J., Sanches, E., Liu, Q., and Fragaszy, D. 2012. Kinematics of bipedal locomotion while carrying a load in the arms in bearded capuchin monkeys (Sapajus libidinosus). Journal of human evolution. 63: 851-858.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0360,Article,"Strier, K. B., and Ziegler, T. E. 2000. Lack of pubertal influences on female dispersal in muriqui monkeys, Brachyteles arachnoides. Animal Behaviour. 59: 849-860.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0361,Article,"de Oliveira Martins, T., Bunhuolo, S. P., Ortencio-Filho, H., and Lacher Jr, T. E. 2016. Large and medium-sized mammals in the urban park Cinturo Verde, Cianorte, northwestern Paran. Check List. 12: 1851.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0362,Article,"Ferrari, S. F., Chagas, R. R., and Souza?Alves, J. P. 2010. Line transect surveying of arboreal monkeys: problems of group size and spread in a highly fragmented landscape. American Journal of Primatology. 72: 1100-1107.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0363,Article,"Strier, K. B., Chaves, P. B., Mendes, S. L., Fagundes, V., and Di Fiore, A. 2011. Low paternity skew and the influence of maternal kin in an egalitarian, patrilocal primate. Proceedings of the National Academy of Sciences. 108: 18915-18919.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0364,Article,"Yamamoto, M. E., Araujo, A., de Fatima Arruda, M., Lima, A. K. M., de Oliveira Siqueira, J., and Hattori, W. T. 2014. Male and female breeding strategies in a cooperative primate. Behavioural processes. 109: 27-33.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0365,Article,"Kowalewski, M., and Peker, S. 2005. Male mating behavior in black and gold howler monkeys (Alouatta caraya) in northern Argentina. American Journal of Physical Anthropology. 132-132.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0366,Article,"Alfaro, J. W. L. 2005. Male mating strategies and reproductive constraints in a group of wild tufted capuchin monkeys (Cebus apella nigritus). American Journal of Primatology. 67: 313-328.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0367,Article,"Oklander, L. I., Kowalewski, M., and Corach, D. 2014. Male reproductive strategies in black and gold howler monkeys (Alouatta caraya). American journal of primatology. 76: 43-55.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0368,Article,"Tokuda, M., Boubli, J. P., Mourthé, ., Izar, P., Possamai, C. B., and Strier, K. B. 2014. Males follow females during fissioning of a group of northern muriquis. American journal of primatology. 76: 529-538.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0369,Article,"Bruna, E. M., Guimares, J. F., Lopes, C. T., Duarte, P., Gomes, A. C. L., Belentani, S. C. S., Pacheco, R., Facure, K. G., Lemos, F. G., and Vasconcelos, H. L. 2016. Mammalia, Estao Ecolgica do Panga, a Cerrado protected area in Minas Gerais state, Brazil. Check List. 6: 668-675.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0370,Article,"Hannibal, W. 2014. Mammals of medium and large size from a fragmented seasonal forest landscape in Mato Grosso do Sul state, central-western Brazil. Check List. 10: 1430-1434.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0371,Article,"Lessa, L. G., Alves, H., Geise, L., and Barreto, R. M. 2012. Mammals of medium and large size in a fragmented cerrado landscape in northeastern Minas Gerais state, Brazil. Check List. 8: 192-196.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0372,Article,"Talamoni, S. A., Amaro, B. D., Cordeiro-Jnior, D. A., and Maciel, C. E. M. A. 2014. Mammals of Reserva Particular do Patrimônio Natural Santurio do Caraa, state of Minas Gerais, Brazil. Check List. 10: 1005-1013.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0373,Article,"Câmara, E. M. V. C., and Oliveira, L. C. 2012. Mammals of Serra do Cip National Park, southeastern Brazil. Check List. 8: 355-359.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0374,Article,"da Costa Estrela, D., de Souza, D. C., de Souza, J. M., and da Silva Castro, A. L. 2015. Medium and large-sized mammals in a Cerrado area of the state of Gois, Brazil. Check List. 11: 1690.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0375,Article,"Magioli, M., de Barros, K. M. P. M., and Rodrigues, M. G. 2014. Medium and large-sized mammals of an isolated Atlantic Forest remnant, southeast So Paulo State, Brazil. Check List. 10: 850-856.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0376,Article,"de Carvalho Falco, F., Guanaes, D. H. A., and Paglia, A. 2012. Medium and large-sized mammals of RPPN Estao Veracel, southernmost Bahia, Brazil. Check List. 8: 929-935.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0377,Article,"Porfirio, G., Sarmento, P., Xavier Filho, N. L., Cruz, J., and Fonseca, C. 2014. Medium to large size mammals of southern Serra do Amolar, Mato Grosso do Sul, Brazilian Pantanal. Check List. 10: 473-482.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0378,Article,"Rocha, E. C., Soares, K. L., and Pereira, I. M. 2015. Medium-and large-sized mammals in Mata Atlântica State Park, southeastern Gois, Brazil. Check List. 11: 1801.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0379,Article,"Passos, F. C., and Alho, C. J. 2001. Microhabitats importance in prey foraging behavior of black lion tamarin, Leontopithecus chrysopygus (Mikan)(Mammalia, Callitrichidae). Revista Brasileira de Zoologia. 18: 335-342.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0380,Article,"Grativol, A. D., Ballou, J. D., and Fleischer, R. C. 2001. Microsatellite variation within and among recently fragmented populations of the golden lion tamarin (Leontopithecus rosalia). Conservation Genetics. 2: 1-9.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0381,Article,"Tisovec, K. C., Cassano, C. R., Boubli, J. P., and Pardini, R. 2014. Mixed?species Groups of Marmosets and Tamarins Across a Gradient of Agroforestry Intensification. Biotropica. 46: 248-255.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0382,Article,"Wheeler, B. C. 2009. Monkeys crying wolf? Tufted capuchin monkeys use anti-predator calls to usurp resources from conspecifics. Proceedings of the Royal Society of London B: Biological Sciences. 276: 3013-3018.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0383,Article,"Fuzessy, L. F., de Oliveira Silva, I., Malukiewicz, J., Silva, F. F. R., do Carmo Pônzio, M., Boere, V., and Ackermann, R. R. 2014. Morphological variation in wild marmosets (Callithrix penicillata and C. geoffroyi) and their hybrids. Evolutionary Biology. 41: 480-493.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0384,Article,"Tolentino, K., Roper, J. J., Passos, F. C., and Strier, K. B. 2008. Mother-offspring associations in northern muriquis, Brachyteles hypoxanthus. American Journal of Primatology. 70: 301-305.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0385,Article,"Boubli, J. P., Mourthe, I. M., and Strier, K. B. 2004. Moving between patches: Foraging patterns in the northern muriquis, Brachyteles hypoxanthus, at the Estacao Biologica de Caratinga, MG, Brazil. Folia Primatologica. 75: 98-98.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0386,Article,"Garcia, V. L. A., and Andrade Filho, J. D. 2002. Muriquis no Parque Nacional da Serra dos rgos. Neotropical Primates. 10: 97-105.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0387,Article,"Haslam, M., and Faltico, T. 2015. Nasal probe and toothpick tool use by a wild female bearded capuchin (Sapajus libidinosus. Primates. 56: 211-214.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0388,Article,"Carvalho, V. M., Vanstreels, R. E., Paula, C. D., Kolesnikovas, C. K., Ramos, M. C. C., Coutinho, S. D., Martins, C. S., Pissinatti, A., and Cato-Dias, J. L. 2014. Nasal, oral and rectal microbiota of Black lion tamarins (Leontopithecus chrysopygus). Brazilian journal of microbiology. 45: 1531-1539.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0389,Article,"Malukiewicz, J., Boere, V., Fuzessy, L. F., Grativol, A. D., e Silva, I. D. O., Pereira, L. C. M., Ruiz-Miranda, C. R., Valena, Y. M., and Stone, A. C. 2015. Natural and anthropogenic hybridization in two species of eastern Brazilian marmosets (Callithrix jacchus and C. penicillata). PloS one. 10: e0127268.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0390,Article,"Pav, R., Peker, S. M., Rao, M., Orjuela, C. R., Zunino, G. E., and Kowalewski, M. M. 2009. Nectar feeding on an exotic tree (Grevillea robusta) by Alouatta caraya and its possible role in flower pollination. Neotropical Primates. 16: 61-64.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0391,Article,"Beltrao-Mendes, R., Cunha, A. A., and Ferrari, S. F. 2011. New localities and perspectives on the sympatry between two endangered primates (Callicebus coimbrai and Cebus xanthosternos) in northeastern Brazil. Mammalia. 75: 103-105.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0392,Article,"Fortes, V. B., Alves, F. C., and Arpini, J. 2005. New locality for the black-and-gold howler monkey, Alouatta caraya (Humboldt, 1812), in southern Brazil. Neotropical Primates. 13: 34-36.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0393,Article,"Tabacow, F. P., Possamai, C. B., Melo, F. R., Mendes, S. L., and Strier, K. B. 2009. New sightings of northern muriqui (Brachyteles hypoxanthus) females in forest fragments surrounding the Estao Biolgica de Caratinga-RPPN Feliciano Miguel Abdala, Minas Gerais, Brasil. Neotropical Primates. 16: 67-69.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0394,Article,"Chaves, P. B., Paes, M. F., Mendes, S. L., Strier, K. B., Louro, I. D., and Fagundes, V. 2006. Noninvasive genetic sampling of endangered muriqui (Primates, Atelidae): efficiency of fecal DNA extraction. Genetics and Molecular Biology. 29: 750-754.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0395,Article,"Ferreguetti, . C., Rocha, M. F., and Martins, R. L. 2014. Non-volant mammals from Domingos Martins municipality, state of Esprito Santo, southeastern Brazil. Check List. 10: 829-834.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0396,Article,"Pessôa, F. S., Modesto, T. C., Albuquerque, H. G., Attias, N., and Bergallo, H. G. 2009. Non-volant mammals, Reserva Particular do Patrimônio Natural (RPPN) Rio das Pedras, municipality of Mangaratiba, state of Rio de Janeiro, Brazil. Check List. 5: 577-586.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0397,Article,"Giordano, A. J., and Ballard, W. B. 2010. Noteworthy record of a black howler monkey (Alouatta caraya) from the central dry chaco of Paraguay. Neotropical Primates. 17: 74-75.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0398,Article,"Loretto, D., and Rajo, H. 2005. Novos registros de primatas no Parque Nacional do Itatiaia, com nfase em Brachyteles arachnoides (Primates, Atelidae). Neotropical Primates. 13: 28-30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0399,Article,"Camargo, C. C., and Ferrari, S. F. 2007. Observations of daytime births in two groups of red?handed howlers (Alouatta belzebul) on an Island in the tucuru reservoir in Eastern Brazilian Amazonia. American journal of primatology. 69: 1075-1079.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0400,Article,"Cäsar, C., Franco, E. S., Soares, G. D. C. N., and Young, R. J. 2008. Observed case of maternal infanticide in a wild group of black-fronted titi monkeys (Callicebus nigrifrons). Primates. 49: 143-145.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0401,Article,"Silva, I. D. O., Alvarenga, A. B., and Boere, V. 2008. Occasional field observations of the predation on mice, dove and ants by black-tufted-ear marmosets (Callithrix penicillata). Neotropical Primates. 15: 59-62.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0402,Article,"Souza, D. D. P., Magalhes, C. M. D. F. R., Vieira, F. M., and Souzalima, S. D. 2010. Occurrence of Trypanoxyuris (Trypanoxyuris) minutus (Schneider, 1866)(Nematoda, Oxyuridae) in Alouatta guariba clamitans Cabrera, 1940 (Primates, Atelidae) in Minas Gerais, Brazil. Revista Brasileira de Parasitologia Veterinria. 19: 124-126.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
